index,tweet,label
1064,Look!: #Poulan #Chainsaw #New http://t.co/xK86xbKQel #shopping #chain #not #saws #start #starting #will #wont,0
2326,stomach flu once again...what a surprise. #not 😒😷,1
557,#not feeling well,0
3462,D-1 test first day ✌️✌️ #not #read #book #งวย 5555 #doing #home #work =_=,1
765,Climate change redux: CALIFORNIANS experience drought & voted for bonds to cover.Climate changed &now we have most rain in 100 years. #irony,1
3456,My vision looks like this =  just let me enjoy my first winter outside through a peep hole #sarcasm #growingwinter http://t.co/BiMXhC7WhB,1
2605,Oh this is back in #AdvancedWarfare XD|#JustCODThing http://t.co/qAP5SgoQnh,0
875,People who don't get #sarcasm: you are THE BEST!,1
70,Merry Christmas to all those soldiers out there that couldn't make it home! I love you all ❤,0
3410,WHOOO!!! GOD I LOVE MY TEAM. #dcRising #WizRockets,0
3303,"Preparing some sample answers for the rehearsal exam qs for Digital Media with Google Drive, I'm so technologically advanced.. #NOT",1
2173,Just booked me and my back a massage with @sharna_woodcock @back_physio hopefully stop it groaning over crimbo 👍🎅🎁🎅,0
103,"or a trout, or northern pike|@brownbearmike1 @RBRNetwork1 @Anan_VII @Dolphin__Man @Graves9",0
1311,I think I might be an artist #not #flowers #pretty #love #beautiful #painting #art #nature #lchs http://t.co/Gq9zYIvApN,1
396,I'm giving up a lot of stuff to make sure others are happy . I wonder if anyone ever look past my appearance and see what I'm feeling 😩,0
264,I can already tell today is going to be a wonderful day #sarcasm,1
1985,Oh the #irony @LabourEoin .@David_Cameron You would not need to take to twitter to peddle piffle,1
3678,Miss skateboarding and it's not even winter yet 😔😖 #skateeverydamnday #not @ Hoof Life✌️ http://t.co/DakSuvOS43,0
997,It was a greaaaat night! ☺️😁,0
688,Extending trade and not telling the people about the extended trade. Best idea ever! #not,1
828,Our physics exam was quite fun... #NOT #Prelim,1
3352,Dont you just love Captchas? #sarcasm,1
3619,"Prediction: Erv Santana will be disinterested in playing for the Twins in 2015 too... (aka, we didn't offer enough)",0
2138,People who lie to me really help with my trust issues #not #twittereantaboutlife,1
3141,"@Bobert8675 this made me think of you ""@TFLN: (330): I need vodka mixed w a bit of holy water right now""",0
115,Incidentally the foreword for movie #BhopalAPrayerForRain is by Subroto Roy Sahara - saying - justice delayed is justice denied. #Irony,1
2550,Oh this will end well. #not RT @JonathanCohn: Military-Style Tech Finds Way Into School District Safety Measures http://t.co/uGFWTCZlVK,1
617,"@TheOtherRosie #Sarcasm I'm really big supporter of #lawenforcement. Like Sheriff Clarke said, it's all theatrics. #Ferguson @foxandfriends",1
261,"My whole life is just ""oh ok"".",0
951,@RoryWhite12 @Nick_Stafford I can't remember the last time I saw a newish GTi and have only ever seen 1 Golf R. What has changed?,0
267,Staying #casual #monday #funday #NOT #ootd #fashion #style #allyouneedisstyle #todayimwearing http://t.co/tpuVqw7K4s,1
2576,Just watched how Pretzels were made. #interesinglife #not #whatamidoingwithmylife #longesthashtagnotneededbutYOLO,1
3263,Q: What is slower than Pakistan batting?|A: PTCL Evo #pakvnz,0
718,"No doubt. Main Stream Media, Obama, Holder, DeBlasio et al have the blood of those cops on their hands. http://t.co/Ghsm9Zy7KW",0
1264,"@Mike_Ashley_Out @towlawrian @nufcfans I guess this is where he lost a couple of million to Lambias, is it? #Sarcasm  #LudicrousStory",1
2685,The American justice system 👍🙌👏 #sarcasm,1
3051,"@BanjoPla @bassem_masri .@SLMPD has warned @NewYorkFBI about Bassem.Heck, they might already know him! #Ferguson #NYC",0
342,#Is #There #Too #Much to #Do or #Are #You #Not #Delegating #Enough ? http://t.co/9YaBomBF6c,0
2001,@ReedWilkerson I was tempted but I didn't want to one-up your tats with mine,0
1797,@maryeags everyone just wants to be you your just sooooo cool #sarcasm,1
554,Aaaaaaaaand we're back in the ER. Hooray for no sleep! #not,1
2443,Write cover page of thesis. Laptop commits suicide #irony #thankgodforbackups http://t.co/Bdj0HlBC9G,1
597,I can't even begin to explain my frustration. 😒,0
1550,@Bavarianshady u simply cant win with @viggie_kopite if it is twitter fight!!! :-P,0
216,My fingers smell like lavashak :),0
2376,Listened to Gimme Shelter while driving in the rain😂 #irony,1
742,Fear & Loathing in Las Ukras: http://t.co/W7lDS7pqAt. #Politics #Russia #Ukraine #Sarcasm,0
3831,@banditelli But still bothers me that I see now follow up report.,0
1322,@UberStaub oh my fingers stick together,0
854,"Tomorrow's afternoon #NFL sked in #PanamaCity area: WECP 12p #KCvsPIT, 3:25p #INDvsDAL; WPGX 12p #ATLvsNO.",0
2682,#indonesian#czech#mix#girl#with#my#boy#elvis#im#not#single by mcrodyn http://t.co/1bIJ6l9gdf,0
3603,Easiest final of my life. So glad I studied 11 hours for it #NOT,1
3307,"@heidimoore @DonnaAlward @jennabb I'm trying to decide if that cover says ""lonely widower' or not. #not",1
977,@Espngreeny Aren't humans the ones who are playing the sport? #irony,1
1024,Check out some things I've been really loving recently during the holiday season! http://t.co/5fihlieEyt,0
494,#notcies #eu Commissioner Creu reassures Committee of the Regions: Junckers investment plan will complement coh... http://t.co/GHhKvB2hbN,0
1893,"@TobiasHellquist wow, that is some fluent finnish #not",1
3445,RTed that because yeah that totally makes sense #Sarcasm,1
1018,Day 39&40 #Irony 3 #Novel Train. #comfortzone #christmastree #nextlevel #buzzkillington #familyguy... http://t.co/A2Lo1POYbN via @weebly,0
1236,@94irwinjb I'm so persuasive lol #not,1
1987,@craigavonc left out blue bin as per calendar but not lifted. Checked your website and it indicates green bin #not happy,0
11,"Oh, thank GOD - our entire office email system is down... the day of a big event. Santa, you know JUST what to get me for xmas. #sarcasm",1
221,@MyzzCryz anytime! Cash is acceptable every where. And can be used toward whatever they want/need.,0
437,@DeformedCircus I guess not. Stop insulting me.,0
342,"MORON, no one has ever said a ball is square #STRAWMAN @RBRNetwork1 @rattleduck",0
2883,Looking forward to new year :D,0
298,Perfect time to get really sick #not 😫😷,1
3414,"@hayesy316 @andrewwhiteau That's awful Ben, I know exactly how dreadful it is. Hugs x",0
406,Went neck deep in a swamp today so that was fun #not #chilly,1
1425,#great #Not #A #All #Burst #Christmas #diy #crafts|Please RT: http://t.co/sGEY4HKIoC http://t.co/khr5RY3FgA,1
1466,@WiseMissKay: Sometimes you have to forget what you feel and remember what you deserve.,0
652,Just submitted my final paper of the semester. It's only a make-it or break-it on whether I pass the class. No big deal. 😑👎 #sarcasm,1
3200,"@JonathanTopaz @politico Good points, but Republican party can be just as fractured. Together that makes for a disenchanted electorate.",0
1936,"Looking forward to a nice and long 130km #cycle tomorrow, in the minus degree weather #not #fool #festive500",1
1605,@Milanforever138 @RossellaMarrai 47% for Serie A ? Is this for real ?,0
1461,@aadashusain to you too. :) 👍,0
2612,What a great start to my morning #sarcasm #smh,1
806,"Wearing my @BriBrows22 rangers shirt, flipping off a crowd in his hometown of boston. So much #irony http://t.co/e7W8prHTE0",1
436,"So #GuardiansOfPeace win by threatening to destroy the #peace!!!, what a #irony",1
312,A #celebrity is a person who is known for his well-knownness. #fact #TeamFollowBack #irony,1
713,Trying to eat crackers on the quiet floor likeee.. Maybe if I chew slower no one will notice..#not,1
3168,That moment when you want to break someones fingers😡😡😡😡😡,0
2118,Nailed it #irony #yesimreadingthisbook #catsofinstagram #catstagram #ilovemycat #pawproject... http://t.co/Wg8DSZD06G,1
3756,@DIRECTV thanks for leaving the dish for us #sarcasm #badbusiness,1
1301,you are the one LYING @RBRNetwork1 @TheOldBreed1775 @Dolphin__Man @Joseph_WarrenDR @jus1314tin,0
928,@APMarkLong but it wasn't as bad as that picture seemed to indicate.  You're still a very horrible person.  #sarcasm,1
418,can't wait for the 3:30 hour drive back home. #sarcasm   #betarocks15,1
1177,Ya and listening to them talk about how hot girls are is a favorite past time. -_- #sarcasm,1
709,#Not going http://t.co/LBB7vzV6yx,0
1907,It's #not #cute to be awake right now,0
380,I adapted the Snoopy comic for academic paper submission :P Reviewer 2 is the stuff of nightmares! http://t.co/KPGul80o2g,0
1613,#sarcasm It's a comforting thought:every tax payer will b reminded of #OCARE being rammed in2 law when answering questions on 2014 tax forms,1
758,"you seem super smart MT ""@GrannyMarried: @Docjp @JoAnnEileen ||#NO #BLEEDING happening in #WaterBoarding = it's #Not #Torture""",1
885,"@LadySandersfarm: @intreeg_me It did get yo lazy butt outta bed, didn't it now. Thanks for proving my point!",0
1736,@KCChiefs did you think that only making 100 was going to be enough? #sarcasm,1
215,I didn't realize Boston Coach also operated in Chicago #irony #brands,1
314,@Ed_Miliband @edballsmp @andyburnhammp We Agree #NHSENGLAND needs to #Publish #AandE figures over #HolidayPeriod #Sarcasm from #JeremyHunt,0
1266,stl.You Will Never Win Again RT @viggie_kopite: New Manager? New Striker? New Transfer Committee? (cont) http://t.co/vQkvIx4eNX,0
2636,@highfivelife7 why are you so beautiful?!,0
762,"Here's an ""It's cold and I had to scrape windows so I'm sad"" selfie...gotta love living that hotel life #sarcasm http://t.co/ibBzS3ELQC",1
3209,#BBC #News -- #China -- #Shanghai #crush: #Xi #Jinping #orders #new #year #investigation. http://t.co/wD1X4FC4Y1,0
1973,"Sunset for January 04, 2015 at 04:39PM! Temperatures: 6℃. It's Partly Cloudy.",0
379,Thanks for the AWESOME support on our #instagram page. Much appreciated. http://t.co/CShfJo0TqO #women #motivation #rolemode,0
3473,My favorite new app is Chicago's Comedy Scene (CCS_Radio). You should check it out. #Chicago #Comedy,0
2782,Yups sarcasm and wine!  #winelover #sarcasm 😊💁 http://t.co/ZKJ58DKjtE,0
2025,Wow am I glad that I have to cycle through this weather.||#NOT,1
759,Just ordered 10 new pairs of underwear from Victoria Secret 😍 #yay,0
841,@salgovernale No clue what you were talking about? Well that's a first! #not,1
990,@talkhoops Pierce had 34. What's wrong with 36?,0
393,I like creepy guys that ask me random questions at swic #not,1
3602,Do you use Instagram? Well get 100 free followers at http://t.co/pqbWaDcdkj -- No. http://t.co/Jo4nycq75o,0
59,"Pips who drop out of school n have Kirya as 'eir role model tht ey wana sing too..guy spix Portuguese,French,english...#Not a school dropout",0
237,"@nacholeber @SageRosenfels18 zero place for that. when the karma train finds Raiola, I hope it has a full head of steam",0
323,@ParkzTheDon @Neilby70 Johny UR cracking me up on Facebook chatting up my mate 😆😆😆,0
1593,Going to the Rec tonight. #beingproductive,0
3064,I refuse to be weak... #workout #motivation #fitfam http://t.co/rk4iq1eOU7,0
883,Is holding not a rule anymore?,0
3436,Something to remember as I head to @AnnexBar tonight. #goodboy http://t.co/bf5EvIEbWU,0
1141,Going to go into central for last minute present shopping #soorganised #not,1
1402,The winner goes to this stocking! They bribed me. ;) http://t.co/JagIuUrxe7,0
992,God bless whoever came up with the idea of making coloureds bruh..not cape colourds thou,0
353,"For those who CAN hear us, @cbcjones talks about NB Power's record number of outages. 7:13 #irony #transmitterproblems",1
2908,I'm not staring at your boobs hun..I'm looking at your heart #relax,0
572,Yay I just love this time of the month...! #Sarcasm,1
967,She did two marijuanas and look what happened. Don't #LegalizeIt. #Merica (#Sarcasm) http://t.co/oHxBNeKEqT,1
779,@carnsoreboxer you'd really want to watch that!! #excessivecomsumption #not!,1
2188,buzzing for school on monday.. #not,1
1836,I had the best New Years!!!! Spent it with the people I love & I fucking loved it! 😍 Such a happy camper right now! 😝💚❤️,0
359,Sub is making class go by so slow that I feel like I am losing brain cells. #irony #substitute #MoveitAlong,1
3290,I fell asleep posting my last post. #Irony,1
1505,UK PM making sure child abusers are brought to justice. I can assume people will be brought to justice #sarcasm #lies http://t.co/HFlLqWTcrX,1
695,wow they seem to be so turnt #sarcasm,1
535,"#latergram with thegoldcoin. Classes done, research is not. #gradschool #basic #blessed #irony... http://t.co/1kEoWZw7NZ",1
348,How much did it cost to build #mygov #medicare? I see this way too often... http://t.co/N0Pdpiq1RQ,0
468,Really loves dentist appointments. #sarcasm,1
199,@GaryLineker trust me it will be out of form Scandinavian reef again to. @ChampionsLeague do love @MCFC I see😒🙈 #irony #FCBarcelona #mcfc,1
599,Fighting over chargers is definitely how I wanted to start my day.😒 #not,1
3188,@AlTruda73 @TMJ4Steve But I never really check- so maybe this thing is wrong every week!,0
3480,IS IT FRIDAY? *heavy sigh* Nooo. It Is totally Wednesday~! What a MESS. Wait 2 more days.,0
2303,Always fun when buses don't turn up! It's my favorite waiting outside in the freezing cold for them for like half an hour 😏 #Sarcasm,1
529,@deray Definitely not...racism is systematic and entrenched in every American institution..also in black/white binary construction,0
2360,Can't wait for the #facup 3rd draw #not,1
1765,I just earned the 'Photogenic Brew (Level 21)' badge on @untappd! http://t.co/3slfluggKx,0
3427,Stomach hurts sick of having sinus infection!!!,0
41,Stupid #doctors visits is gonna bury me!! Now that's #irony,1
670,#Law&OrderSVU where rappers go to act,0
91,You are taking your responsibilities so seriously today that i... More for Leo http://t.co/HJ6TebH4o6,0
3334,Not a strong showing for Pittsburgh sports this weekend. Thanks @steelers and @GoPittFootball for great seasons! #stillafan,0
914,Yet another out of a million doctor visits tomorrow...so.stoked. #not,1
322,"@parisbreedenw You need to, it's an experience to say the least",0
570,.@Moz @randfish Woot woot! Whiteboard Friday's are my favorite Friday activity!,0
148,#hi #good #morning #instadaily #snapchat #selfie #comment # #sleep #do #not #wake #up @ Happy http://t.co/PTs2oMnYy6,0
214,"Her name is not Superwoman, Wonder Woman, nor Dorothy from the Wizard of Oz. Women of Excellence https://t.co/iAFycyWIwC",0
2896,#notcies #eu Foreign Affairs Committee MEPs to discuss Lebanon with prime minister http://t.co/vO8qmlP1Gv,0
645,I love it when people try to tell me that Oakland is so much easier than other schools 😡 #not,1
1296,Double dance with the boys is what makes a Monday worthwhile #sarcasm,1
1269,Babysitting night! Hoping my car doesn't get towed bc idk where to park 😰,0
1981,"Family time is nice and all, but I'm ready to be back at work on this fine morning. #not",1
295,http://t.co/TUqXSWNBuP In light of the #Murders of two NYPD Officers inspired by #IcantBreathe should... http://t.co/nMYE90O4in,0
1690,I just love working on Christmas and spending it alone 6 hours away from my family! #sarcasm,1
850,@HeyAmie @brad4word I have no idea why Brad would be in the doghouse...,0
531,That was one long walk 👌👌👌 #GoMe http://t.co/liRaGZvLyF,0
933,It's been a great week for dictators.  Congrats North Korea and Cuba. #sarcasm,1
1091,"@icequeenerika yes, we officially try that. #sarcasm #Gamergate",1
453,I didn't know it's your territory I really. .. WHAT ARE YOU DOIN- no. . Please don't shoot at me I. .,0
730,Horray to working all weekend! #sarcasm #ohwell 💰💰👍😏,1
217,#notcies #eu Juncker receives birthday surprise: One million signatures opposing TTIP and CETA http://t.co/f3knbTnus8,0
153,I like listening to dads truck drivers tell me about them going to the strip joint and their old lady getting mad at them over it #sarcasm 😂,1
1331,"@lucasharriss_ Ok, hope it will rain soon #NOT 😖",1
3557,@bensaufley @jimmystagger @NERevolution @GilletteStadium actually I believe Henry is undefeated on Turf in @MLS @TimbersFC #IRONY,1
1793,Why does Zayn look like a Spanish flamingo dancer,0
593,Anybody using their rights to protest legally gets the law thrown at them. & the ones who do the crimes don't. That's #Irony #NotJustice,1
2012,Customers during Christmas time are SO NICE. #not,1
441,We may be some time. #Hibernot #Not http://t.co/n5z2IXabq9,0
77,Incredible insight on the @VIKTORIAMODESTA #bornrisky campaign: http://t.co/9UJQRmsKJm #amputee #movement #equality #art #prosthetics,0
493,'Tis the season for tablets! I entered the #tabletsforall contest to win a tablet gift pack. Check it out: http://t.co/4erdSJRFoW,0
2539,"@RichardDawkins Accusations on twitter shouldn't count, though I've heard tales of talk that it will replace the grad jury sys here #sarcasm",1
435,Yeah nice hair babes #not 😂😂 http://t.co/8fxZpZW8qu http://t.co/Wi36fjE5EX,1
603,"@KmbSmile @MyLittleBloggie when did you get so cynical, Karna!?!?",0
3,Hey there! Nice to see you Minnesota/ND Winter Weather #Not,1
1726,"look for the girl with the broken smile, ask her if she wants to stay while, and she will be loved. 💕🎵",0
2631,"danniella westbrook went to a food bank she should have gone to Iceland, oh yeah she fucked that up too #sarcasm  #freedomofspeech",1
3232,@Bmatcham94 What's with the ridiculous hashtagging? #massive #twat,0
1199,vCAC looks like an even bigger bag of hurt than vCD https://t.co/S3eQydjf2V,0
3665,Finding it quite funny that Gillette Soccer Saturday on Sky are complaining that there aren't enough games on at 3pm Saturday #irony,1
3704,I love when half the group is really committed and the other half just doesn't give a crap! #perfection #sarcasm,1
1458,but he is a lot of laughs @ken_malinowski @hiramabiffarch @HotNostrilsrFun @P4R4L3G4L @RBRNetwork1,0
1288,Boone Pratt- The Evolution Will Be Televised (Directed By Devin Gibson o...: http://t.co/xLzKxSdyS6 via> @YouTube,0
456,"Some are really loving the criticism on Zoella. Let it rest, please. I wonder what you would do for some £££. #irony",0
2634,@roshpot So tht we can look into yr acc specifically we wld need to speak with you over the phone. Calls are charged at...,0
3588,Two people got me socks. Clutch af. #sarcasm,1
3010,@joehaesche thanks for the wake up wrap and coffee this morning!! #CheapBastard #Sarcasm,1
409,"i may have played a part, but i wont take sole credit ;) @Hankin57 @Chief1787",0
3783,@KissStephanie @TeaPartyCat but they did uncover the hidden arsenals of WMD in iraq as a result of the (torture) enhanced interrogation #not,1
266,Found out the reason that weekend closer makes my life miserable is because I'm atheist. #hypocrite #atheistproblems #serverproblems,0
1073,@johnsykes1035 absolutely shocking that the lamestream media hasn't picked up on this #sarcasm #mediabias @theMRC @newsbusters,0
836,I #may or may #not be #watching #Rockos #Modern #Life... #ForeverA90sKid #ImNotTheWallabyIusedToBe,0
3293,@andrewannun damnit dude I'll see you when I get back though,0
656,Ohio State putting it #OnWisconsin ... No match.,0
1866,"I was going 2 post my opinions on#obama#cuba but i will save it , till after his #speech. #peacemaker #sarcasm",1
1890,"@jodalatour @FoxNews Would you have said in the 1800s, ""Why is GOP against Africans being brought here? Do any of them want to pick cotton?""",0
525,@ArianaGicPerry Ahem... yeah.. something like that ;)#irony is one of the few things keeping sanity when facing RU propaganda. #CrazyIvan,0
894,"Damit, this fatima bhutto has an instagram account but not pics of her. Some random shit...and then ppl i follow keep posting pics. #irony",1
1621,So they lost....such a shame...I was really rooting for them #NOT... #LFC,1
1503,I got to meet a real CSI tonight #cool but the little jerks who broke into his office at 2am #not cool😡,0
3282,@jenditchburn because it's much more important to unilaterally remove restrictions on oil and gas sector. #sarcasm,1
206,Can't say no to that @mikebrown_15 try now. Lets go @QuinsRugbyUnion we can do this #COYQ,0
650,330am benedryl runs for an allergic reaction to a drug which literally saves millions of lives every year. #yippee #happiness #sarcasm,1
566,@JeffersonLake Are they going for the very original plans now?,0
2098,https://t.co/q3Oaw29oGV I forked node!  Get ready for the future.  (Where's my interviews) #sarcasm,0
538,Nice weather for today.. #not 😠,1
3376,This week just keeps getting better and better #sarcasm,1
2,@mrdahl87 We are rumored to have talked to Erv's agent... and the Angels asked about Ed Escobar... that's hardly nothing #Sarcasm   ;),1
1154,Good thing I gotta work today 👍 #sarcasm,1
2786,@ciara848 @clairepear24 @UberFacts but would you be willing to purchase from a vending machine?,0
2247,"2AM on Christmas Day, and we're heating up Pizza and Breadsticks. #theboysarebackintown http://t.co/4PNPfk28LZ",0
3758,"So far today: 1 ruined mug, I've cried twice, I've gotten 0 things on my To-Do List done and I'm 100% furious. #GoodStartToTheDay #Not",1
25,Love these cold winter mornings 😬 best feeling everrrrrrr #Not!,1
1708,When your #sarcasm is so advanced people actually think you are #stupid.. http://t.co/LSGmXqneqq http://t.co/fOqATXhy5U,1
2828,@FunnyIines: DONT SAY ANYTHING JUST RT https://t.co/UOIlyHPt6G @MikeyOrosz,0
2329,"I'm actually kinda surprised that people still say ""NOT!"" after an 'ironic' statement.  #NOT",1
705,"While politicians are busy in scuffles #PakArmy is doing their job yet maligned #Irony ""@peaceful_h:Salute 2 PAKARMY http://t.co/XZje4FxCLf""",1
657,Love it when you can see people have read you facebook private message but they just don't reply #sarcasm,1
98,@MaggieWinter21 your last retweet though #irony,1
866,#America #continues to show us that it is #NOT here for #BlackPeople even though http://t.co/plj8KgPsbu,0
2371,Welp. There goes 50 bucks down the drain. Thanks KU Student Housing. #Not Get. Me. OUT.,1
503,So glad to be off work,0
737,How were your #holidays? We'd love to hear all about them!,0
44,Dan said he's going to have a sign for me at the airport when I fly in lol #SoCute #3MoreWeeks,0
1229,"Amen 🙏 .... I love this! If you didn't plan, then it's your problem 😜 #truth #not emergency @ Pearl... http://t.co/pg2o4SgFwj",0
355,Rejoice in knowing he is now in his new place...#not easy,0
522,Throwing up is exactly what I want to be doing at 7:30am... 😷😷😷 #not,1
3421,Sports rock so hard sometimes. #NOT,1
21,@deputymartinski please do..i need the second hand embarrassment so desperatly on my phone #sarcasm,1
2089,Mid speech @ Christmas Lacrosse Ball #flattering #not @ Grand Cafe http://t.co/Uu7yeqDfV5,1
638,.@ThatNeilGuy Isn't it great how all those ppl have done a public mea culpa since that didn't happen? #sarcasm,1
3384,@ref_kartik @SEXSTROLOGY @mikhil_nayyar first line is correct!! Can't say about the latter one!! 😁,0
384,@Metri_HennyKing u bragged all yr about having Peyton in 2 leagues only to get beat in the 1st round in both #irony 😂😂😂😂,1
2978,The people supporting police violence seem to be the same assholes that scream about government over-reach. #irony #cognitivedissonance,1
544,"@MorganKIRO7 Those ""waves"" are epic! #not He he",1
1701,Andrew Luck is some kind of QB... Wowzers. #INDvsCLE,0
79,"Extended cut ""NICHA"" https://t.co/qdzpcuRqc1 #trailer #spoof #film #dramatic #action #film2014 #youtube #fightscenes",0
3393,"@davidfarrellfaz LOL aye you're a funny fecker-;) #NOT |And anytime Ironside, you fancy a wee race just let me know!!",1
3136,@HistoricalPics but it has to be fake!! Where are all the stars?? #sarcasm,1
2245,Backs killing me today 😬 #tramadol,0
3022,Friday morning lecture on blood 😍😍😍😍😍😍 #not,1
3646,@BBCtrending @CAllstadt @Turnoftime #Already dividing One from another!|#Not Good,0
3781,Need to get back in to college.. #not #feeling #this,0
117,#AskSuperwomanLIVE if you could swim in any liquid besides water what would you swim in?@IISuperwomanII |4,0
