tweet,label,Segment,WC,Analytic,Clout,Authentic,Tone,WPS,BigWords,Dic,Linguistic,function,pronoun,ppron,i,we,you,shehe,they,ipron,det,article,number,prep,auxverb,adverb,conj,negate,verb,adj,quantity,Drives,affiliation,achieve,power,Cognition,allnone,cogproc,insight,cause,discrep,tentat,certitude,differ,memory,Affect,tone_pos,tone_neg,emotion,emo_pos,emo_neg,emo_anx,emo_anger,emo_sad,swear,Social,socbehav,prosocial,polite,conflict,moral,comm,socrefs,family,friend,female,male,Culture,politic,ethnicity,tech,Lifestyle,leisure,home,work,money,relig,Physical,health,illness,wellness,mental,substances,sexual,food,death,need,want,acquire,lack,fulfill,fatigue,reward,risk,curiosity,allure,Perception,attention,motion,space,visual,auditory,feeling,time,focuspast,focuspresent,focusfuture,Conversation,netspeak,assent,nonflu,filler,AllPunc,Period,Comma,QMark,Exclam,Apostro,OtherP,Emoji
maybe i 'll shut up about wisconsin drivers when y'all stop fuckin driving like that,0.0,1,15,22.17,40.06,93.95,1,15,20,80,53.33,53.33,20,13.33,6.67,0,6.67,0,0,6.67,6.67,0,0,20,0,20,6.67,0,0,0,0,0,0,0,0,20,0,6.67,0,0,0,6.67,0,0,0,20,0,13.33,0,0,0,0,0,0,6.67,6.67,0,0,0,0,0,0,6.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.33,6.67,0,6.67,0,0,0,0,13.33,0,0,0,0,0,0,0,0,13.33,0,0,0,0,13.33,0,0
yeah i enjoy some oregano on a nice pasta dinner ( dumps oregano on mac n cheese ),1.0,1,16,98.55,11.66,1.63,99,16,12.5,68.75,43.75,31.25,6.25,6.25,6.25,0,0,0,0,0,12.5,6.25,0,12.5,0,0,0,0,0,6.25,6.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.5,12.5,0,6.25,6.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.75,0,0,0,0,0,0,18.75,0,0,0,0,0,0,0,0,0,0,6.25,0,0,0,0,0,0,0,0,0,0,0,6.25,0,6.25,0,0,12.5,0,0,0,0,0,12.5,0
"Man-spider . The story of a spider who 's bitten by a human and now has the powers of a human . Working in an office , wasting money on artisan coffee , and giving up his bus seat to a woman who turns out not to be pregnant , but just "" likes sandwiches you a-h * le "" . #IntoTheSpiderVerse",1.0,1,53,96.59,92.68,10.87,49.04,13.25,13.21,79.25,62.26,52.83,7.55,7.55,0,0,1.89,1.89,0,0,15.09,13.21,0,16.98,3.77,3.77,5.66,1.89,9.43,3.77,0,3.77,0,1.89,1.89,7.55,0,3.77,0,0,0,0,0,3.77,0,1.89,1.89,0,0,0,0,0,0,0,0,16.98,1.89,0,0,0,0,1.89,15.09,1.89,0,1.89,1.89,0,0,0,0,5.66,0,0,3.77,1.89,0,5.66,1.89,0,0,0,0,1.89,3.77,0,0,0,0,0,0,0,0,0,0,5.66,7.55,0,1.89,5.66,0,0,0,1.89,0,5.66,0,0,0,0,0,0,24.53,5.66,5.66,0,0,1.89,11.32,0
Got a bloody screening invitation for a massive film - YES THAT ONE YOURE THINKING OF - and both screenings are on school days :loudly_crying_face: tempted to quit teaching tbh,1.0,1,28,93.64,61.28,8.95,1,28,28.57,89.29,71.43,46.43,7.14,3.57,0,0,3.57,0,0,3.57,17.86,7.14,3.57,17.86,10.71,0,3.57,0,17.86,7.14,14.29,3.57,0,3.57,0,21.43,3.57,7.14,7.14,0,0,0,0,0,0,3.57,0,3.57,0,0,0,0,0,0,3.57,14.29,10.71,3.57,0,0,0,0,3.57,0,0,0,0,0,0,0,0,10.71,3.57,0,7.14,0,0,0,0,0,0,0,0,0,0,0,0,3.57,3.57,0,0,0,0,0,0,3.57,0,0,0,0,0,0,0,3.57,0,7.14,0,7.14,3.57,3.57,0,0,21.43,0,0,0,0,0,21.43,0
gaslight gatekeep girl boss,1.0,1,4,,99,,,4,50,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,25,0,0,0,0,0,50,0,0,25,0,0,0,0,0,25,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The fact I nearly froze on my way to work this morning is definitely a sign it 's not summer anymore #freezing,1.0,1,22,32.02,1,99,,22,18.18,77.27,59.09,59.09,18.18,9.09,9.09,0,0,0,0,9.09,18.18,9.09,0,9.09,4.55,13.64,0,4.55,4.55,0,0,4.55,0,4.55,0,31.82,0,13.64,0,0,0,4.55,4.55,4.55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.55,0,0,4.55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.55,9.09,0,0,9.09,0,0,0,13.64,0,4.55,0,0,0,0,0,0,9.09,0,0,0,0,4.55,4.55,0
"@USER @USER Well , illegal immigrants categorically do n't get money from the government but why let a little thing like facts get in the way of a good bit of xenophobia ...",1.0,1,31,98.66,59.25,6.29,20.23,31,16.13,80.65,61.29,45.16,3.23,0,0,0,0,0,0,3.23,12.9,12.9,0,16.13,3.23,6.45,3.23,0,12.9,3.23,6.45,3.23,0,0,3.23,6.45,0,6.45,0,3.23,0,0,0,3.23,0,12.9,6.45,6.45,3.23,3.23,0,0,0,0,0,6.45,0,0,0,0,0,0,6.45,0,0,0,0,9.68,9.68,6.45,0,3.23,0,0,0,3.23,0,0,0,0,0,0,0,0,0,0,0,0,6.45,0,0,0,0,0,0,16.13,6.45,0,0,6.45,0,0,0,0,0,0,0,0,0,0,0,0,22.58,9.68,3.23,0,0,3.23,6.45,0
2000s songs are so infectiously rhythmic and boppy i love it,0.0,1,11,1,5.27,50.45,99,11,18.18,90.91,45.45,45.45,18.18,9.09,9.09,0,0,0,0,9.09,0,0,9.09,0,9.09,9.09,18.18,0,9.09,0,0,0,0,0,0,18.18,0,0,0,0,0,0,0,0,0,9.09,9.09,0,9.09,9.09,0,0,0,0,0,9.09,9.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.09,9.09,0,0,0,0,9.09,9.09,9.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.09,9.09,0,0,0,0,9.09,0,9.09,0,9.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Birds are not real and you can not tell me otherwise .,1.0,1,11,1,1,95.15,,11,9.09,90.91,90.91,72.73,18.18,18.18,9.09,0,9.09,0,0,0,0,0,0,0,18.18,0,18.18,18.18,27.27,9.09,0,0,0,0,0,54.55,0,45.45,0,0,9.09,0,9.09,27.27,0,0,0,0,0,0,0,0,0,0,0,18.18,9.09,0,0,0,0,9.09,9.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.09,0,0,0,0,0,0,0,0,0,18.18,0,0,0,0,0,0,9.09,9.09,0,0,0,0,0,0
"Incredible scenes in Nottingham , as it begins to rain for the first time this hour .",1.0,1,15,98.78,,93.95,97.84,15,13.33,80,73.33,53.33,13.33,0,0,0,0,0,0,13.33,20,6.67,6.67,26.67,0,0,6.67,0,6.67,13.33,13.33,0,0,0,0,20,0,0,0,0,0,0,0,0,0,6.67,6.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.33,6.67,0,0,6.67,0,0,0,20,0,6.67,0,0,0,0,0,0,13.33,6.67,6.67,0,0,0,0,0
"Can we appreciate how amazing vaccines are ? We 've got covid cases declining despite nightclubs being open ! If we vaccinate school kids , we might even avoid a spike once the schools reopen .",0.0,1,32,19.03,99,32.54,96.74,10.67,25,81.25,53.13,46.88,12.5,12.5,0,12.5,0,0,0,0,9.38,6.25,3.13,3.13,12.5,9.38,3.13,0,18.75,3.13,3.13,12.5,12.5,0,0,25,0,18.75,6.25,3.13,3.13,6.25,0,6.25,0,6.25,6.25,0,6.25,6.25,0,0,0,0,0,18.75,3.13,3.13,0,0,0,0,15.63,0,0,0,0,0,0,0,0,6.25,0,0,6.25,0,0,9.38,9.38,9.38,0,0,0,0,0,0,0,0,3.13,0,0,0,0,3.13,0,3.13,3.13,0,0,3.13,0,0,0,3.13,0,6.25,3.13,0,0,0,0,0,15.63,3.13,3.13,3.13,3.13,3.13,0,0
I 'm high and drinking coffee but my ADHD is still winning,0.0,1,12,1,1,99,99,12,16.67,91.67,58.33,50,16.67,16.67,16.67,0,0,0,0,0,8.33,0,0,0,8.33,8.33,16.67,0,8.33,8.33,0,8.33,0,8.33,0,16.67,0,8.33,0,0,0,0,0,8.33,0,8.33,8.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,8.33,0,0,8.33,0,0,16.67,0,0,0,0,0,0,0,8.33,0,0,16.67,8.33,0,0,8.33,0,0,0,0,0,8.33,0,0,0,0,0,0,8.33,0,0,0,0,8.33,0,0
I 'm just living off salads and yogurt and loving it tbh,1.0,1,12,10.19,6.61,89.39,99,12,0,91.67,66.67,58.33,16.67,8.33,8.33,0,0,0,0,8.33,0,0,0,16.67,8.33,8.33,16.67,0,8.33,0,0,0,0,0,0,8.33,0,8.33,8.33,0,0,0,0,0,0,8.33,8.33,0,8.33,8.33,0,0,0,0,0,8.33,8.33,8.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,16.67,0,0,0,0,0,0,0,0,0,0,0,8.33,0,0,8.33,0,0,0,0,0,0,0,8.33,8.33,0,0,0,8.33,0,0,0,0,8.33,0,0
I just heard my voice in a video and I never want to speak again,0.0,1,15,10.19,1,99,,15,0,86.67,86.67,66.67,20,20,20,0,0,0,0,0,13.33,6.67,0,13.33,0,20,6.67,6.67,20,0,0,0,0,0,0,20,6.67,6.67,0,0,6.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.67,6.67,0,0,0,0,6.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.67,0,0,0,0,0,0,0,0,13.33,0,0,6.67,0,6.67,0,13.33,6.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Omicron : Cases are going up , run for the hills .",1.0,1,9,99,,99,,9,11.11,66.67,55.56,44.44,0,0,0,0,0,0,0,0,11.11,11.11,0,22.22,11.11,0,0,0,22.22,0,0,0,0,0,0,11.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.33,0,22.22,11.11,0,0,0,0,0,11.11,11.11,0,0,0,0,0,33.33,11.11,11.11,0,0,0,11.11,0
"Like all humans , I make some decisions that go against the best interests of myself or others . One such decision is sometimes eating too much sugar , another was consuming animal products . I would love the government to nudge me towards better decisions . #NationalFoodStrategy",0.0,1,43,64.59,1,99,87.73,10.75,27.91,93.02,69.77,53.49,16.28,9.3,9.3,0,0,0,0,6.98,18.6,4.65,2.33,11.63,6.98,2.33,2.33,0,16.28,6.98,11.63,6.98,0,4.65,2.33,32.56,2.33,25.58,6.98,2.33,4.65,4.65,0,9.3,0,13.95,9.3,4.65,4.65,4.65,0,0,0,0,0,4.65,2.33,0,0,0,0,0,2.33,0,0,0,0,2.33,2.33,0,0,2.33,0,0,2.33,0,0,4.65,0,0,0,0,0,0,4.65,0,0,0,0,0,0,0,0,0,2.33,11.63,9.3,2.33,4.65,4.65,0,0,0,2.33,2.33,2.33,0,0,0,0,0,0,13.95,6.98,4.65,0,0,0,2.33,0
"I heard it might be snowing ? ? ? Sounds fake , but okay ? ? ? Can anyone verify ? ? ?",1.0,1,13,1,7.93,2.93,1,4.33,7.69,84.62,69.23,53.85,23.08,7.69,7.69,0,0,0,0,15.38,0,0,0,0,23.08,0,7.69,0,30.77,7.69,0,0,0,0,0,30.77,0,30.77,0,0,7.69,15.38,0,7.69,0,7.69,0,7.69,0,0,0,0,0,0,0,15.38,7.69,0,0,0,7.69,0,7.69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.69,15.38,0,0,0,0,15.38,0,0,7.69,7.69,7.69,7.69,0,7.69,0,0,76.92,0,7.69,69.23,0,0,0,0
Replace Pelosi #Nancy,0.0,1,3,,,,,3,33.33,33.33,33.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.33,0,0,0,0,0,33.33,0
I was today years old when I learned what Ricky Martin looks like .,0.0,1,13,4.85,1,99,,13,7.69,84.62,76.92,46.15,23.08,15.38,15.38,0,0,0,0,7.69,0,0,0,7.69,7.69,7.69,7.69,0,23.08,7.69,7.69,0,0,0,0,46.15,0,7.69,7.69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.69,7.69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.08,7.69,0,0,0,7.69,0,0,30.77,15.38,15.38,0,0,0,0,0,0,7.69,7.69,0,0,0,0,0,0
In sunny spain at the moment ! ! ! Hows it all in england ?,1.0,1,11,97.37,,99,,5.5,9.09,81.82,72.73,63.64,9.09,0,0,0,0,0,0,9.09,18.18,9.09,0,27.27,9.09,9.09,0,0,9.09,9.09,9.09,0,0,0,0,27.27,9.09,9.09,9.09,9.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.18,0,0,18.18,0,0,0,9.09,0,9.09,0,0,0,0,0,0,36.36,0,0,9.09,27.27,0,0,0
did anyone else get a notification from @USER saying american horror story s9 was available but does n't show up when you search for it ? !,0.0,1,25,28.63,63.73,35.01,1,25,12,88,64,52,12,4,0,0,4,0,0,8,4,4,4,12,12,8,8,0,20,8,0,0,0,0,0,28,0,12,0,0,0,4,0,8,0,4,0,4,4,0,4,4,0,0,0,16,8,0,0,0,0,8,8,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,8,4,16,8,0,4,4,0,0,4,8,4,0,0,0,0,0,0,16,0,0,4,4,4,4,0
"as a poly dude , this "" boyfriends "" comic is really fucking adorable i dont trust no bitches who say its "" fetishy "" or "" not good representation "" i love them id die 4 them",0.0,1,31,1,1,17.19,70.91,31,19.35,96.77,64.52,51.61,25.81,19.35,9.68,0,0,0,6.45,6.45,12.9,3.23,3.23,3.23,9.68,3.23,6.45,9.68,16.13,3.23,0,6.45,6.45,0,0,25.81,3.23,16.13,0,0,3.23,3.23,3.23,6.45,0,22.58,9.68,6.45,9.68,9.68,0,0,0,0,6.45,25.81,9.68,0,0,0,0,3.23,16.13,0,6.45,0,6.45,0,0,0,0,3.23,3.23,0,0,0,0,6.45,0,0,0,0,0,3.23,0,3.23,0,0,0,0,0,0,0,0,0,6.45,0,0,0,0,0,0,0,0,0,6.45,0,3.23,3.23,0,0,0,22.58,0,3.23,0,0,0,19.35,0
"I was in no way prepared for the emotional wringing of my soul that #TalesFromtheLoop would put me through . And the score ? Stunning . If you want something beautiful , intelligent and unique to watch , give it a go . It 's on Amazon Prime . I 'm off for a lie down and a cry .",0.0,1,52,83.25,7.93,44.14,49.66,8.67,17.31,88.46,78.85,57.69,17.31,9.62,7.69,0,1.92,0,0,7.69,13.46,9.62,0,17.31,3.85,0,7.69,1.92,15.38,9.62,0,0,0,0,0,19.23,3.85,9.62,0,0,3.85,3.85,0,3.85,0,9.62,3.85,1.92,5.77,0,1.92,0,0,1.92,0,9.62,5.77,0,0,0,0,1.92,3.85,0,0,0,0,0,0,0,0,1.92,0,0,0,0,1.92,0,0,0,0,0,0,0,0,0,0,1.92,0,0,0,0,0,0,0,5.77,11.54,3.85,3.85,5.77,1.92,0,0,0,1.92,1.92,1.92,0,0,0,0,0,21.15,9.62,3.85,1.92,0,3.85,1.92,0
Markets already down,0.0,1,3,89.52,,99,,3,66.67,100,66.67,66.67,0,0,0,0,0,0,0,0,0,0,0,33.33,0,33.33,0,0,0,0,0,0,0,0,0,33.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.33,0,0,0,33.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.33,0,0,33.33,0,0,0,33.33,33.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"@USER one of them smonks weed so it 's super worth it / s",1.0,1,13,14.06,81.78,,99,13,0,61.54,53.85,46.15,23.08,7.69,0,0,0,0,7.69,15.38,7.69,0,7.69,7.69,0,7.69,7.69,0,0,7.69,7.69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.69,7.69,0,0,0,0,0,0,0,0,7.69,0,0,0,0,0,0,7.69,0,0,0,0,0,0,0,0,7.69,0,0,0,7.69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.08,0,0,0,0,7.69,15.38,0
"Hey @USER , any chance we could see a civic in Rocket League ? :winking_face:",0.0,1,13,89.52,99,1,,6.5,7.69,76.92,61.54,38.46,7.69,7.69,0,7.69,0,0,0,0,15.38,7.69,0,7.69,7.69,0,0,0,15.38,7.69,0,15.38,15.38,0,0,23.08,0,23.08,0,0,7.69,15.38,0,0,0,0,0,0,0,0,0,0,0,0,0,23.08,7.69,0,0,0,0,7.69,15.38,0,0,0,0,7.69,7.69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.38,15.38,0,0,7.69,7.69,0,0,0,0,0,0,7.69,7.69,0,0,0,46.15,0,7.69,7.69,0,0,30.77,0
watching twilight with sam and i can not wait to see his reaction to animatronic renesmee baby,0.0,1,17,64.21,12.77,1.39,,17,29.41,76.47,64.71,47.06,11.76,11.76,5.88,0,0,5.88,0,0,5.88,0,0,17.65,5.88,0,5.88,5.88,17.65,0,0,0,0,0,0,17.65,0,17.65,0,5.88,5.88,0,0,5.88,0,0,0,0,0,0,0,0,0,0,0,11.76,0,0,0,0,0,0,11.76,5.88,0,0,5.88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.88,11.76,5.88,0,0,11.76,0,0,5.88,0,5.88,0,0,0,0,0,0,0,0,0,0,0,0,0,0
anthony dropped his phone in the ocean,0.0,1,7,99,97.11,24.32,,7,28.57,71.43,57.14,42.86,14.29,14.29,0,0,0,14.29,0,0,28.57,14.29,0,14.29,0,0,0,0,14.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28.57,14.29,0,0,0,0,14.29,14.29,0,0,0,14.29,14.29,0,0,14.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28.57,0,14.29,14.29,0,0,0,0,14.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
