tweet,label,Segment,WC,Analytic,Clout,Authentic,Tone,WPS,BigWords,Dic,Linguistic,function,pronoun,ppron,i,we,you,shehe,they,ipron,det,article,number,prep,auxverb,adverb,conj,negate,verb,adj,quantity,Drives,affiliation,achieve,power,Cognition,allnone,cogproc,insight,cause,discrep,tentat,certitude,differ,memory,Affect,tone_pos,tone_neg,emotion,emo_pos,emo_neg,emo_anx,emo_anger,emo_sad,swear,Social,socbehav,prosocial,polite,conflict,moral,comm,socrefs,family,friend,female,male,Culture,politic,ethnicity,tech,Lifestyle,leisure,home,work,money,relig,Physical,health,illness,wellness,mental,substances,sexual,food,death,need,want,acquire,lack,fulfill,fatigue,reward,risk,curiosity,allure,Perception,attention,motion,space,visual,auditory,feeling,time,focuspast,focuspresent,focusfuture,Conversation,netspeak,assent,nonflu,filler,AllPunc,Period,Comma,QMark,Exclam,Apostro,OtherP,Emoji
"@USER You can afford stocks ? Teachers make SO MUCH money it 's crazy !",1,1,13,4.85,99,1,,6.5,7.69,76.92,53.85,38.46,15.38,7.69,0,0,7.69,0,0,7.69,7.69,0,0,0,7.69,7.69,7.69,0,15.38,15.38,7.69,0,0,0,0,15.38,0,15.38,0,7.69,7.69,0,0,0,0,7.69,0,0,7.69,0,0,0,0,0,0,15.38,0,0,0,0,0,0,15.38,0,0,0,0,0,0,0,0,23.08,0,0,15.38,15.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.38,0,0,0,0,0,0,0,0,0,7.69,0,0,0,0,0,0,30.77,0,0,7.69,7.69,7.69,7.69,0
"@USER : You want to see something Irish ! ! Of all the reasons to be closed :face_with_tears_of_joy: :face_with_tears_of_joy: :face_with_tears_of_joy: HTTPURL",1,1,18,95.3,92.24,1.17,,9,33.33,77.78,61.11,44.44,11.11,5.56,0,0,5.56,0,0,5.56,11.11,5.56,0,16.67,5.56,0,0,0,16.67,5.56,5.56,0,0,0,0,22.22,5.56,16.67,5.56,5.56,5.56,5.56,0,0,0,0,0,0,0,0,0,0,0,0,0,5.56,0,0,0,0,0,0,5.56,0,0,0,0,11.11,0,5.56,5.56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.56,0,0,0,0,0,0,0,5.56,11.11,0,0,5.56,5.56,0,0,0,5.56,0,0,0,0,0,0,0,122.22,0,0,0,11.11,0,111.11,0
"Crime figures : true picture may be worse than feared , says think-tank report | via @USER HTTPURL Surprised ?",1,1,16,78.28,11.66,15.38,1,16,31.25,81.25,43.75,25,0,0,0,0,0,0,0,0,0,0,0,12.5,12.5,0,6.25,0,18.75,12.5,0,0,0,0,0,37.5,0,31.25,6.25,0,0,6.25,0,6.25,0,18.75,0,12.5,12.5,0,6.25,6.25,0,0,0,6.25,6.25,0,0,0,0,6.25,0,0,0,0,0,6.25,0,0,6.25,6.25,0,0,6.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.25,0,12.5,6.25,0,0,6.25,0,0,0,0,6.25,6.25,0,0,0,0,0,37.5,0,6.25,6.25,0,0,25,0
"@USER mostly LRS stores , just depends on who gets what . I 'd say I tend to split between @USER & @USER",0,1,20,54.7,3.95,63.35,,10,10,75,65,45,20,15,10,0,0,0,0,5,0,0,0,15,0,10,0,0,20,0,0,0,0,0,0,20,0,15,0,5,0,10,0,5,0,0,0,0,0,0,0,0,0,0,0,10,5,0,0,0,0,5,5,0,0,0,0,0,0,0,0,5,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,5,0,0,5,0,0,0,0,0,10,0,0,0,0,0,0,35,5,5,0,0,5,20,0
I 'm not staring at your boobs hun .. I 'm looking at your heart #relax,0,1,15,39.7,77.41,63.35,99,7.5,13.33,80,53.33,46.67,26.67,26.67,13.33,0,13.33,0,0,0,13.33,0,0,13.33,0,0,0,6.67,6.67,0,0,0,0,0,0,6.67,0,6.67,0,0,0,0,0,6.67,0,13.33,13.33,0,6.67,6.67,0,0,0,0,0,20,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,6.67,6.67,0,0,0,0,13.33,0,0,0,0,0,6.67,0,0,0,0,0,0,0,0,0,0,0,0,6.67,0,0,0,6.67,0,0,0,0,0,0,0,0,0,0,0,33.33,13.33,0,0,0,13.33,6.67,0
I doubt this week could get any better .,1,1,8,5.64,1.71,15.38,99,8,0,100,87.5,50,25,12.5,12.5,0,0,0,0,12.5,25,0,0,0,12.5,0,0,0,25,12.5,12.5,12.5,0,12.5,0,50,0,37.5,0,0,12.5,25,0,0,0,12.5,12.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.5,0,0,0,0,0,0,25,0,0,0,0,0,0,0,12.5,0,0,0,0,0,0,0,0,12.5,12.5,0,0,0,0,0,0
"#BBC #News - - #Denmark #challenges #Russia and #Canada #over #North #Pole . HTTPURL",0,1,11,89.52,,50.45,99,5.5,27.27,54.55,18.18,18.18,0,0,0,0,0,0,0,0,0,0,0,9.09,0,0,9.09,0,0,0,0,9.09,0,9.09,0,0,0,0,0,0,0,0,0,0,0,9.09,9.09,0,0,0,0,0,0,0,0,9.09,9.09,0,0,0,0,9.09,0,0,0,0,0,9.09,0,0,9.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.18,0,0,18.18,0,0,0,0,0,0,0,0,0,0,0,0,109.09,9.09,0,0,0,0,100,0
"@USER The Raiders are . I guess we 'll see how things play out tonight .",0,1,14,35.59,79.51,99,98.65,7,14.29,78.57,57.14,50,21.43,14.29,7.14,7.14,0,0,0,7.14,7.14,7.14,0,7.14,7.14,7.14,0,0,14.29,0,0,7.14,7.14,0,0,28.57,0,14.29,14.29,7.14,0,7.14,0,0,0,7.14,7.14,0,0,0,0,0,0,0,0,7.14,0,0,0,0,0,0,7.14,0,0,0,0,0,0,0,0,7.14,7.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.29,14.29,0,0,7.14,7.14,0,0,7.14,0,7.14,0,0,0,0,0,0,28.57,14.29,0,0,0,7.14,7.14,0
Babysitting is what I like to do on a Saturday :unamused_face:,1,1,11,89.52,5.27,50.45,,11,27.27,81.82,72.73,72.73,18.18,9.09,9.09,0,0,0,0,9.09,9.09,9.09,0,27.27,18.18,0,0,0,18.18,0,0,0,0,0,0,18.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.09,0,0,0,0,0,0,0,9.09,0,9.09,0,0,0,0,0,0,27.27,0,0,0,0,0,27.27,0
I already can't wait for Julia to come back .,0,1,9,33.38,1,99,,9,11.11,88.89,77.78,55.56,11.11,11.11,11.11,0,0,0,0,0,0,0,0,22.22,11.11,11.11,0,11.11,33.33,0,0,0,0,0,0,22.22,0,11.11,0,0,11.11,0,0,11.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.22,22.22,0,11.11,22.22,0,0,0,22.22,11.11,11.11,0,0,0,0,0,0,22.22,11.11,0,0,0,11.11,0,0
"@USER she went from a faded orange mess to a dark brown with red streaks . I , of course , forgot to take pictures .",0,1,22,99,40.06,1,1,11,9.09,86.36,68.18,40.91,9.09,9.09,4.55,0,0,4.55,0,0,9.09,9.09,0,22.73,0,0,0,0,13.64,13.64,0,0,0,0,0,13.64,0,13.64,0,0,0,0,9.09,0,4.55,4.55,0,4.55,0,0,0,0,0,0,0,4.55,0,0,0,0,0,0,4.55,0,0,4.55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.55,0,0,0,0,0,0,4.55,27.27,0,4.55,0,22.73,0,0,0,9.09,0,0,0,0,0,0,0,22.73,9.09,9.09,0,0,0,4.55,0
"@USER @USER @USER too much of that herb . New trend of potheads contributing to society maybe ? Darn that",1,1,18,79.79,40.06,1.17,1,6,16.67,66.67,50,38.89,11.11,0,0,0,0,0,0,11.11,11.11,0,0,16.67,0,11.11,0,0,0,11.11,5.56,0,0,0,0,11.11,0,5.56,0,0,0,5.56,0,0,0,22.22,5.56,11.11,0,0,0,0,0,0,5.56,11.11,5.56,5.56,0,0,0,0,5.56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.56,0,0,0,0,0,0,0,0,27.78,5.56,0,5.56,0,0,16.67,0
Forest Hills Drive on my playlist naw ...,0,1,7,89.52,1,97.09,,7,14.29,42.86,28.57,28.57,14.29,14.29,14.29,0,0,0,0,0,14.29,0,0,14.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.29,14.29,0,14.29,0,0,0,0,0,0,0,0,0,0,0,0,0,42.86,42.86,0,0,0,0,0,0
Drinking an 925 IPA by @USER @USER Ground Control - - HTTPURL #photo,0,1,11,99,,,,11,27.27,54.55,18.18,18.18,0,0,0,0,0,0,0,0,9.09,9.09,9.09,9.09,0,0,0,0,0,0,0,9.09,0,0,9.09,9.09,0,9.09,0,9.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.09,0,0,9.09,0,0,0,0,0,0,9.09,0,0,0,0,0,0,9.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45.45,0,0,0,0,0,45.45,0
Love that my buses are every half an hour :angry_face: :pouting_face: :face_with_steam_from_nose:,1,1,12,49.68,6.61,39.59,99,12,25,66.67,58.33,41.67,16.67,8.33,8.33,0,0,0,0,8.33,33.33,8.33,0,0,8.33,0,0,0,8.33,8.33,25,0,0,0,0,25,8.33,0,0,0,0,0,0,0,0,8.33,8.33,0,8.33,8.33,0,0,0,0,0,8.33,8.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.67,0,0,0,0,0,0,0,8.33,0,8.33,0,0,0,0,0,0,100,0,0,0,0,0,100,0
"@USER , @USER , women say 1 man asltd them , y so long 2 say sumtin ? & the young 1s , where the parents ? Hotel wit grn ass man ? Smh",0,1,26,64.84,93.13,57.98,1,6.5,3.85,69.23,38.46,23.08,7.69,7.69,3.85,0,0,0,3.85,0,7.69,7.69,11.54,0,0,7.69,3.85,0,11.54,7.69,3.85,3.85,3.85,0,0,3.85,0,0,0,0,0,0,0,0,0,7.69,0,3.85,0,0,0,0,0,0,3.85,26.92,7.69,0,0,0,0,7.69,19.23,3.85,0,3.85,7.69,0,0,0,0,0,0,0,0,0,0,7.69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.85,11.54,0,3.85,7.69,0,0,0,3.85,0,0,0,3.85,3.85,0,0,0,38.46,0,15.38,11.54,0,0,11.54,0
Wheres the rodgers in brigade,1,1,5,99,99,99,,5,40,80,60,60,0,0,0,0,0,0,0,0,20,20,0,20,20,0,0,0,20,0,0,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,40,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0
They working me so hard tonite,0,1,6,1,40.06,39.59,,6,16.67,83.33,83.33,50,33.33,33.33,16.67,0,0,0,16.67,0,0,0,0,0,0,16.67,16.67,0,16.67,16.67,0,16.67,0,16.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.67,0,0,0,0,0,0,16.67,0,0,0,0,0,0,0,0,16.67,0,0,16.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.67,0,0,0,0,0,16.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tomorrow three test signature . | Thank you . | #school,1,1,7,56.86,99,24.32,99,2.33,28.57,85.71,42.86,28.57,14.29,14.29,0,0,14.29,0,0,0,14.29,0,14.29,0,0,0,0,0,14.29,0,14.29,0,0,0,0,14.29,0,0,0,0,0,0,0,0,0,14.29,14.29,0,0,0,0,0,0,0,0,28.57,14.29,14.29,14.29,0,0,14.29,14.29,0,0,0,0,0,0,0,0,28.57,0,0,28.57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.29,0,0,14.29,0,0,0,0,0,71.43,28.57,0,0,0,0,42.86,0
This team would finish fourth .  #Arsenal #Afc,1,1,7,18.12,97.11,1,,3.5,14.29,71.43,42.86,42.86,14.29,0,0,0,0,0,0,14.29,28.57,0,14.29,0,14.29,0,0,0,14.29,14.29,14.29,28.57,14.29,14.29,0,28.57,0,14.29,0,0,14.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.29,14.29,14.29,0,0,0,0,14.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.29,0,0,0,0,0,0,0,0,42.86,14.29,0,0,0,0,28.57,0
Senate Just Confirmed a New Cabinet Member That Has 2nd Amendment Supporters Furious - The Senate confirme ... HTTPURL,0,1,17,79.1,93.56,1.39,20.23,8.5,41.18,76.47,47.06,35.29,5.88,0,0,0,0,0,0,5.88,23.53,11.76,5.88,0,5.88,5.88,0,0,5.88,17.65,5.88,23.53,11.76,0,11.76,11.76,0,0,0,0,0,0,0,0,0,11.76,5.88,5.88,5.88,0,5.88,0,5.88,0,0,11.76,0,0,0,0,0,0,11.76,0,0,0,0,17.65,11.76,0,5.88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.88,0,5.88,0,0,0,0,0,0,23.53,17.65,0,0,0,0,5.88,0
"@USER wait ... there 's a "" New Wii U "" ?",1,1,8,62.1,99,99,99,4,0,75,62.5,37.5,12.5,12.5,0,0,12.5,0,0,0,12.5,12.5,0,0,0,12.5,0,0,12.5,12.5,0,0,0,0,0,12.5,0,0,0,0,0,0,0,0,0,12.5,12.5,0,0,0,0,0,0,0,0,12.5,0,0,0,0,0,0,12.5,0,0,0,0,0,0,0,0,12.5,12.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.5,0,0,12.5,0,0,0,25,0,0,0,12.5,12.5,0,0,0,100,37.5,0,12.5,0,12.5,37.5,0
"@USER heh as if @USER and average work in the same sentence !",1,1,12,89.52,1,89.39,99,12,16.67,75,66.67,41.67,0,0,0,0,0,0,0,0,8.33,8.33,0,16.67,0,0,25,0,0,16.67,8.33,8.33,0,8.33,0,16.67,0,16.67,0,0,0,8.33,0,16.67,0,8.33,8.33,0,8.33,8.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.33,0,0,8.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.33,8.33,0,0,8.33,0,0,0,0,0,0,0,8.33,8.33,0,0,0,25,0,0,0,8.33,0,16.67,0
"@USER @USER @USER | * Everything is crossed * | #ChristmasGift | #BassFace HTTPURL",0,1,9,33.38,,77.17,,9,55.56,55.56,33.33,22.22,11.11,0,0,0,0,0,0,11.11,0,0,0,0,11.11,0,0,0,22.22,0,0,0,0,0,0,33.33,11.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.11,0,0,11.11,11.11,0,0,0,0,11.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.11,0,11.11,0,0,0,0,11.11,11.11,11.11,0,0,0,0,0,0,111.11,0,0,0,0,0,111.11,0
"@USER @USER @USER We Agree #NHSENGLAND needs to #Publish #AandE figures over #HolidayPeriod  from #JeremyHunt",0,1,15,98.78,96.04,1.91,97.84,15,33.33,60,40,26.67,6.67,6.67,0,6.67,0,0,0,0,0,0,0,20,0,0,0,0,6.67,0,0,6.67,6.67,0,0,13.33,0,13.33,6.67,0,6.67,0,0,0,0,6.67,6.67,0,0,0,0,0,0,0,0,13.33,6.67,0,0,0,0,0,6.67,0,0,0,0,0,0,0,0,13.33,6.67,0,6.67,0,0,0,0,0,0,0,0,0,0,0,6.67,0,0,0,0,0,0,0,0,0,6.67,0,0,6.67,0,0,0,0,0,6.67,0,6.67,0,6.67,0,0,53.33,0,0,0,0,0,53.33,0
We 'll that was a great way to start off my morning :grinning_face:,1,1,13,74.95,81.78,98.89,99,13,15.38,84.62,69.23,53.85,23.08,15.38,7.69,7.69,0,0,0,7.69,23.08,7.69,0,15.38,7.69,0,0,0,15.38,7.69,0,7.69,7.69,0,0,15.38,0,0,0,0,0,0,0,0,0,7.69,7.69,0,0,0,0,0,0,0,0,7.69,0,0,0,0,0,0,7.69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.38,7.69,0,0,7.69,0,0,0,15.38,7.69,0,0,0,0,0,0,0,30.77,0,0,0,0,7.69,23.08,0
"@USER : HTTPURL  true ... you can't replace your one and only mam .",0,1,11,1,99,1,,5.5,18.18,90.91,72.73,54.55,18.18,18.18,0,0,18.18,0,0,0,18.18,0,9.09,0,9.09,9.09,9.09,9.09,18.18,18.18,9.09,0,0,0,0,18.18,0,18.18,0,0,9.09,0,0,9.09,0,0,0,0,0,0,0,0,0,0,0,27.27,0,0,0,0,0,0,27.27,0,0,9.09,0,9.09,0,0,9.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.09,0,0,0,0,0,0,63.64,36.36,0,0,0,9.09,18.18,0
Love watching #latenightfilms . Enjoyed #MockingjayPart1 @USER #didsbury . Ta @USER . #Grateful to have such a #goodfriend .,0,1,15,96.08,,,99,3.75,46.67,60,40,26.67,0,0,0,0,0,0,0,0,13.33,6.67,6.67,6.67,6.67,0,0,0,6.67,6.67,0,0,0,0,0,6.67,0,0,0,0,0,0,0,0,0,20,20,0,20,20,0,0,0,0,0,6.67,6.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.33,6.67,6.67,0,0,6.67,0,0,0,6.67,0,0,0,0,0,0,0,73.33,26.67,0,0,0,0,46.67,0
"sorry for being female , I did n't mean to interrupt your perfect little man-world . :unamused_face:",1,1,15,59.67,96.04,19.26,97.84,7.5,26.67,80,66.67,40,13.33,13.33,6.67,0,6.67,0,0,0,6.67,0,0,13.33,13.33,0,0,0,13.33,26.67,6.67,0,0,0,0,20,0,13.33,6.67,0,0,0,6.67,0,0,6.67,6.67,0,0,0,0,0,0,0,0,26.67,13.33,6.67,0,0,0,0,13.33,0,0,6.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.33,0,0,0,0,0,0,0,0,6.67,0,0,0,0,0,0,0,46.67,6.67,6.67,0,0,6.67,26.67,0
